OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
skiing,swimming,safer,skiing,GOOD,1.0,1,0,"skiing: safer than biking, swimming .","in this regard, skiing and snowboarding are safer sports than bike riding or swimming.",this fatality rate makes skiing and snowboarding more dangerous than bicycling and slightly safer than swimming.,"statistically speaking, skiing is generally considered safer than swimming, horse riding, climbing, or playing football.","to the public, ski resorts market skiing and snowboarding as safe - safer than cycling or swimming."
pizza,sandwich,shops,pizza,BAD,1.0,0,1,our local pizza shops make a better sandwich than either.,"in fact, i should probably build a take away window on the side of my house because my pizza is better than most sandwich shops.",,,
pizza,sandwich,option,pizza,BAD,1.0,0,1,"the first time i went i ordered a slice of pizza, as we were hungover and it was a better option than a sandwich.",,,,
pizza,sandwich,faster,pizza,BAD,1.0,0,1,"it isn't pleasant and no one looks forward to it but that said, it is often a reality of life and our asheville bed and breakfast favorite pizza recipe will be faster than going out and definitely beats a sandwich.",,,,
pizza,sandwich,better for you,sandwich,GOOD,1.0,1,0,even a grilled chicken sandwich is much better for you than a freaking pizza.,"and while, in most cases, a sandwich is better for you than a greasy burger, calorie laden french fries, or a pizza slathered in tons of fatty cheese, not all sandwich restaurants are quite as healthy as they claim.",,,
pizza,sandwich,universe,sandwich,BAD,1.0,0,1,"in the past, though, i might choose the caesar chicken sandwich because in some universe, a  sandwich  is better than  pizza.",,,,
pizza,sandwich,more for its meatiness and doneness,sandwich,BAD,1.0,0,1,"overall, this was a just-okay pulled pork sandwich that succeeded more for its meatiness and doneness than for its texture or flavor, but it was a heckuva lot better than i'd expect at a pizza joint.",,,,
pizza,sandwich,better for me,pizza,GOOD,1.0,1,0,two slices of pizza would be better for me than the dominos chicken parm sandwich i had for lunch just one month after i vowed i would never eat one of those things again.,,,,
bmw,honda,higher,bmw,BAD,1.0,0,1,the logical man would buy the cheaper and higher-tech bmw k1200lt or superior honda gl1800 goldwing .,"bmw makes cars that accelerate better , handle better and have more features than a honda all the while being made with higher quality woods and leathers.","maybe, by operating the motorcycles, one notes the weight more contained of bmw, 50 kg lighter than the honda, but of which the higher center of gravity requires finally more attention than envisaged.","drivetrain due to its much higher torque, the engine of the bmw 328 does a much better job of transmitting power to the wheels than the honda crosstour.","drivetrain due to its much higher torque, the engine of the bmw 328d does a much better job of transmitting power to the wheels than the honda crosstour."
bmw,honda,greater,bmw,BAD,1.0,0,1,"it's no bmw ( bmw:gr ), but the ct 200h offers a nicer cabin and greater driving panache than high-mileage competitors such as the prius and honda ( hmc ) insight .","it's no bmw (bmw:gr), but the ct 200h offers a nicer cabin and greater driving panache than high-mileage competitors such as the prius and honda (hmc) insight.",the bmw 328 will be a favorite with taller drivers due to its greater front head- and legroom than the honda civic.,the bmw 320 will be a favorite with taller drivers due to its greater front head- and legroom than the honda accord hybrid.,"the bmw x1 will be popular with taller drivers and passengers in the front seat, due to its greater front head- and legroom than the honda pilot."
bmw,honda,easier,bmw,BAD,1.0,0,1,"if you go with the bmw 328d, you'll have a much easier time finding a large enough space to park than you will with the honda crosstour.","if you go with the bmw 328, you'll have a much easier time finding a large enough space to park than you will with the honda crosstour.","if you go with the bmw x1, you'll have a much easier time finding a large enough space to park than you will with the honda pilot.","if you go with the bmw x3, you'll have a much easier time finding a large enough space to park than you will with the honda pilot.",plus i figure that the front end of the older bmw (rwd) is a lot easier to work on than the newer honda (fwd).
bmw,honda,lets,bmw,BAD,1.0,0,1,"because lets face it, a honda is inferior to a bmw on a stock basis.",,,,
bmw,honda,heavier,bmw,BAD,1.0,0,1,"weighing 662lbs (wet), the trophy is nearly 100lbs heavier than that bmw, 20lbs heavier than the fjr, but 20lbs lighter than the kawasaki and 70lbs lighter than the honda.","the triumph tiger explorer is heavier than the bmw, certainly, but lighter than either the super ténéré or the hefty honda, and it handles brilliantly, with absolutely neutral steering and an easy, predictable reply to your handlebar questions.",,,
bmw,honda,basis,bmw,BAD,1.0,0,1,"because lets face it, a honda is inferior to a bmw on a stock basis.",,,,
bmw,honda,stock,bmw,GOOD,1.0,1,0,"because lets face it, a honda is inferior to a bmw on a stock basis.",cause a stock bmw is still better then a honda as far as performance goes.,the stock/untouched bmw/mb glass are miles better than the honda/toyota glass that i have to think they are treated.,,
bmw,honda,car,bmw,BAD,1.0,0,1,"bmw is a nicer car, handles better, has more prestige...but will never cost less to maintain than a honda... .","i would not buy from honda again because they screwed me on my money factor rate for my lease and their cars are inferior to bmw, mercedes and other high end car manufacturers.","since honda accords aren't generally considered performance cars, those specs are harder to find than the same numbers for a nissan or bmw, rickando.","bmw makes cars that accelerate better , handle better and have more features than a honda all the while being made with higher quality woods and leathers.",and i will grant you that pretty much everyone will agree that bmw 5-series is a better car than a honda fit .
bmw,honda,less to maintain,bmw,BAD,1.0,0,1,"bmw is a nicer car, handles better, has more prestige...but will never cost less to maintain than a honda... .",,,,
bmw,honda,money,bmw,BAD,1.0,0,1,"i would not buy from honda again because they screwed me on my money factor rate for my lease and their cars are inferior to bmw, mercedes and other high end car manufacturers.","xpensive wrote: if bmw actually got some of their investment money back, i'm certain that the munich board are xtremely satisfied to have gotten out of this corrupt business in better shape than honda did.",,,
bmw,honda,simpler,honda,GOOD,1.0,1,0,when i had my honda we changed out most everything and it was much simpler than a bmw. . . i doubt that your honda thermostat is much simpler than the bmw unit.,when i had my honda we changed out most everything and it was much simpler than a bmw.,,,
bmw,honda,longer,honda,BAD,1.0,0,1,,,,,
bmw,honda,deeper,honda,BAD,1.0,0,1,"from the jumbo-shrimp honda fit and the discount-lexus hyundai genesis to the quicker-than-a-cayman bmw 1 series and the cat's-meow jaguar xf , this year's pool runs deeper than any of recent memory.","from the jumbo-shrimp honda fit and the discount- lexus hyundai genesis to the quicker-than-a-cayman bmw 1 series and the cat's-meow jaguar xf , this year's pool runs deeper than any of recent memory.","from the jumbo-shrimp honda fit and the discount-lexus hyundai genesis to the quicker-than-a-cayman bmw 1 series and the cat's-meow jaguar xf, this year's pool runs deeper than any of recent memory.",,
